incident_id,timestamp,network_element,region,raw_log,alarm_type,kpi_summary,packet_loss_percent,latency_ms,call_drop_rate,throughput_mbps,rrc_failure_rate,handover_failure_rate,prb_utilization,sinr_db,fault_category,root_cause,severity,resolution_steps,source_dataset
INC_003883,2024-03-02 14:24:00,CellSite_9474,Gurugram-Sector-44,BLOCK* NameSystem.allocateBlock: /user/root/sortrand2/_temporary/_task_200811101024_0003_r_000152_0/part-00152. blk_-7603795308074215276,No Major Alarm,"packet_loss=1.24%, latency=45.04ms, call_drop_rate=0.36%, throughput=111.98Mbps, rrc_failure_rate=1.02%, handover_failure_rate=0.8%, prb_utilization=39.75%, sinr=25.51dB",1.24,45.04,0.36,111.98,1.02,0.8,39.75,25.51,Normal,Network operating within acceptable KPI thresholds,Low,Continue monitoring network KPIs,Loghub-HDFS
INC_003884,2024-03-05 23:48:00,CellSite_6987,Mumbai-West,BLOCK* NameSystem.allocateBlock: /user/root/rand7/_temporary/_task_200811101024_0014_m_001348_0/part-01348. blk_4531288786306744275,No Major Alarm,"packet_loss=1.19%, latency=31.02ms, call_drop_rate=0.89%, throughput=45.09Mbps, rrc_failure_rate=0.17%, handover_failure_rate=0.18%, prb_utilization=32.58%, sinr=29.32dB",1.19,31.02,0.89,45.09,0.17,0.18,32.58,29.32,Normal,Network operating within acceptable KPI thresholds,Low,Continue monitoring network KPIs,Loghub-HDFS
INC_003885,2024-03-01 22:56:00,gNodeB_1349,Mumbai-West,10.250.10.176:50010 Served block blk_3797494971676497497 to /10.251.29.239,Data Transfer Delay,"packet_loss=5.49%, latency=110.01ms, call_drop_rate=4.15%, throughput=13.76Mbps, rrc_failure_rate=2.95%, handover_failure_rate=2.27%, prb_utilization=64.54%, sinr=19.74dB",5.49,110.01,4.15,13.76,2.95,2.27,64.54,19.74,Transport Degradation,Intermittent degradation in node-to-node data path,High,Monitor transfer delay and escalate if degradation persists,Loghub-HDFS
INC_003886,2024-03-05 22:16:00,AggregationRouter_1010,Bengaluru-East,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.250.15.240:50010 is added to blk_8512974147315737844 size 67108864,Data Transfer Delay,"packet_loss=5.32%, latency=132.01ms, call_drop_rate=3.38%, throughput=27.25Mbps, rrc_failure_rate=2.49%, handover_failure_rate=3.29%, prb_utilization=69.43%, sinr=12.25dB",5.32,132.01,3.38,27.25,2.49,3.29,69.43,12.25,Transport Degradation,High transport latency during data transfer,High,Monitor transfer delay and escalate if degradation persists,Loghub-HDFS
INC_003887,2024-03-02 09:54:00,AMF_1890,Bengaluru-East,- 1121599608 2005.07.17 R14-M1-N0-C:J09-U11 2005-07-17-04.26.48.055689 R14-M1-N0-C:J09-U11 RAS KERNEL INFO generating core.39406,Control Stream Failure,"packet_loss=10.05%, latency=201.42ms, call_drop_rate=7.25%, throughput=20.01Mbps, rrc_failure_rate=5.42%, handover_failure_rate=4.74%, prb_utilization=78.32%, sinr=20.09dB",10.05,201.42,7.25,20.01,5.42,4.74,78.32,20.09,Application Crash,Control stream failure between node and management process,High,Check application logs and control stream connectivity,Loghub-BGL
INC_003888,2024-03-03 15:48:00,AMF_1728,Gurugram-Sector-44,- 1124741118 2005.08.22 R21-M1-NC-I:J18-U01 2005-08-22-13.05.18.840938 R21-M1-NC-I:J18-U01 RAS KERNEL INFO ciod: generated 128 core files for program /home/germann2/BGL-demo/SPaSM_mpi,Process Crash,"packet_loss=8.6%, latency=106.6ms, call_drop_rate=5.68%, throughput=46.12Mbps, rrc_failure_rate=6.08%, handover_failure_rate=1.29%, prb_utilization=72.5%, sinr=17.73dB",8.6,106.6,5.68,46.12,6.08,1.29,72.5,17.73,Application Crash,Application process crash generated core dump,High,Restart impacted service and monitor for recurring crash signatures,Loghub-BGL
INC_003889,2024-03-05 23:56:00,CellSite_1888,Chennai-OMR,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.203.129:50010 is added to blk_6170586659371027531 size 67108864,Data Transfer Delay,"packet_loss=5.15%, latency=171.31ms, call_drop_rate=3.26%, throughput=43.55Mbps, rrc_failure_rate=3.31%, handover_failure_rate=4.88%, prb_utilization=59.66%, sinr=16.6dB",5.15,171.31,3.26,43.55,3.31,4.88,59.66,16.6,Transport Degradation,High transport latency during data transfer,High,"Check throughput, interface utilization, and transport latency between nodes",Loghub-HDFS
INC_003890,2024-03-04 04:42:00,eNodeB_1167,Gurugram-Sector-44,BLOCK* NameSystem.allocateBlock: /user/root/randtxt5/_temporary/_task_200811101024_0012_m_001529_0/part-01529. blk_-826920518336899809,No Major Alarm,"packet_loss=0.23%, latency=62.43ms, call_drop_rate=0.7%, throughput=95.59Mbps, rrc_failure_rate=0.74%, handover_failure_rate=0.87%, prb_utilization=46.0%, sinr=21.46dB",0.23,62.43,0.7,95.59,0.74,0.87,46.0,21.46,Normal,Network operating within acceptable KPI thresholds,Low,Continue monitoring network KPIs,Loghub-HDFS
INC_003891,2024-03-02 06:24:00,AggregationRouter_6503,Bengaluru-East,- 1119807588 2005.06.26 R33-M1-N3-C:J16-U11 2005-06-26-10.39.48.944209 R33-M1-N3-C:J16-U11 RAS KERNEL INFO auxiliary processor.........................0,No Major Alarm,"packet_loss=0.52%, latency=42.19ms, call_drop_rate=0.64%, throughput=63.32Mbps, rrc_failure_rate=0.08%, handover_failure_rate=0.87%, prb_utilization=30.45%, sinr=29.37dB",0.52,42.19,0.64,63.32,0.08,0.87,30.45,29.37,Normal,Network operating within acceptable KPI thresholds,Low,Continue monitoring network KPIs,Loghub-BGL
INC_003892,2024-03-02 20:46:00,AggregationRouter_7677,Hyderabad-HITEC-City,Receiving block blk_345577139488306634 src: /10.251.37.240:38873 dest: /10.251.37.240:50010,Block Transfer Latency,"packet_loss=4.06%, latency=178.29ms, call_drop_rate=5.4%, throughput=32.27Mbps, rrc_failure_rate=4.82%, handover_failure_rate=3.14%, prb_utilization=62.25%, sinr=23.84dB",4.06,178.29,5.4,32.27,4.82,3.14,62.25,23.84,Transport Degradation,Temporary throughput reduction on transport link,High,"Check throughput, interface utilization, and transport latency between nodes",Loghub-HDFS
INC_003893,2024-03-02 16:48:00,AMF_8326,Delhi-NCR,- 1121006882 2005.07.10 R32-M1-N3-C:J10-U11 2005-07-10-07.48.02.079501 R32-M1-N3-C:J10-U11 RAS KERNEL INFO generating core.15313,Application Core Dump,"packet_loss=10.41%, latency=221.26ms, call_drop_rate=6.01%, throughput=34.51Mbps, rrc_failure_rate=5.78%, handover_failure_rate=3.99%, prb_utilization=66.74%, sinr=15.55dB",10.41,221.26,6.01,34.51,5.78,3.99,66.74,15.55,Application Crash,Application process crash generated core dump,High,Check application logs and control stream connectivity,Loghub-BGL
INC_003894,2024-03-01 10:36:00,CellSite_4610,Chennai-OMR,10.251.123.99:50010 Served block blk_5385121219895615240 to /10.251.71.146,Transport Throughput Degradation,"packet_loss=8.39%, latency=188.47ms, call_drop_rate=5.84%, throughput=26.06Mbps, rrc_failure_rate=2.84%, handover_failure_rate=3.35%, prb_utilization=45.96%, sinr=13.4dB",8.39,188.47,5.84,26.06,2.84,3.35,45.96,13.4,Transport Degradation,Intermittent degradation in node-to-node data path,High,Monitor transfer delay and escalate if degradation persists,Loghub-HDFS
INC_003895,2024-03-02 09:12:00,AggregationRouter_4117,Bengaluru-East,- 1121598051 2005.07.17 R27-M1-NA-C:J06-U11 2005-07-17-04.00.51.583517 R27-M1-NA-C:J06-U11 RAS KERNEL INFO generating core.46654,Process Crash,"packet_loss=11.59%, latency=175.38ms, call_drop_rate=6.36%, throughput=25.95Mbps, rrc_failure_rate=4.15%, handover_failure_rate=5.05%, prb_utilization=59.82%, sinr=15.6dB",11.59,175.38,6.36,25.95,4.15,5.05,59.82,15.6,Application Crash,Control stream failure between node and management process,High,Restart impacted service and monitor for recurring crash signatures,Loghub-BGL
INC_003896,2024-03-03 18:04:00,AggregationRouter_9876,Bengaluru-East,"APPSEV 1134631019 2005.12.14 R32-M0-NC-I:J18-U01 2005-12-14-23.16.59.947676 R32-M0-NC-I:J18-U01 RAS APP FATAL ciod: Error reading message prefix on CioStream socket to 172.16.96.116:50288, Link has been severed",Transport Link Down,"packet_loss=17.3%, latency=349.8ms, call_drop_rate=6.6%, throughput=20.51Mbps, rrc_failure_rate=2.71%, handover_failure_rate=1.7%, prb_utilization=58.8%, sinr=10.75dB",17.3,349.8,6.6,20.51,2.71,1.7,58.8,10.75,Backhaul Issue,Transport link degradation,Critical,"Check fiber link, validate router interface errors, run ping and traceroute",Loghub-BGL
INC_003897,2024-03-01 16:50:00,gNodeB_3017,Hyderabad-HITEC-City,KERNSTOR 1118766804 2005.06.14 R24-M1-N0-C:J16-U01 2005-06-14-09.33.24.217741 R24-M1-N0-C:J16-U01 RAS KERNEL FATAL data storage interrupt,Application Core Dump,"packet_loss=8.1%, latency=114.62ms, call_drop_rate=4.11%, throughput=20.65Mbps, rrc_failure_rate=6.49%, handover_failure_rate=5.6%, prb_utilization=69.64%, sinr=17.31dB",8.1,114.62,4.11,20.65,6.49,5.6,69.64,17.31,Application Crash,Application process crash generated core dump,High,"Inspect core dump logs, restart affected process, and validate service health",Loghub-BGL
INC_003898,2024-03-01 08:06:00,UPF_7841,Delhi-NCR,KERNDTLB 1118557291 2005.06.11 R30-M0-N9-C:J16-U01 2005-06-11-23.21.31.495365 R30-M0-N9-C:J16-U01 RAS KERNEL FATAL data TLB error interrupt,Application Core Dump,"packet_loss=11.81%, latency=160.42ms, call_drop_rate=7.04%, throughput=55.72Mbps, rrc_failure_rate=4.22%, handover_failure_rate=3.07%, prb_utilization=67.5%, sinr=14.66dB",11.81,160.42,7.04,55.72,4.22,3.07,67.5,14.66,Application Crash,Application process crash generated core dump,High,Check application logs and control stream connectivity,Loghub-BGL
INC_003899,2024-03-04 07:00:00,gNodeB_9457,Gurugram-Sector-44,- 1131060268 2005.11.03 R67-M0-N1-C:J11-U01 2005-11-03-15.24.28.446530 R67-M0-N1-C:J11-U01 RAS KERNEL INFO iar 00106580 dear 02494bcc,No Major Alarm,"packet_loss=0.07%, latency=48.13ms, call_drop_rate=0.33%, throughput=101.65Mbps, rrc_failure_rate=0.47%, handover_failure_rate=0.53%, prb_utilization=64.16%, sinr=28.72dB",0.07,48.13,0.33,101.65,0.47,0.53,64.16,28.72,Normal,Network operating within acceptable KPI thresholds,Low,Continue monitoring network KPIs,Loghub-BGL
INC_003900,2024-03-01 12:58:00,MME_4453,Mumbai-West,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.250.19.227:50010 is added to blk_2059389709317340334 size 67108864,Transport Throughput Degradation,"packet_loss=5.23%, latency=160.38ms, call_drop_rate=2.42%, throughput=22.13Mbps, rrc_failure_rate=2.64%, handover_failure_rate=4.8%, prb_utilization=62.02%, sinr=12.94dB",5.23,160.38,2.42,22.13,2.64,4.8,62.02,12.94,Transport Degradation,Temporary throughput reduction on transport link,High,"Check throughput, interface utilization, and transport latency between nodes",Loghub-HDFS
INC_003901,2024-03-02 06:00:00,CellSite_6346,Bengaluru-East,Deleting block blk_-1939956833921604216 file /mnt/hadoop/dfs/data/current/subdir34/blk_-1939956833921604216,Data Transfer Delay,"packet_loss=7.51%, latency=127.9ms, call_drop_rate=2.25%, throughput=40.51Mbps, rrc_failure_rate=1.93%, handover_failure_rate=4.79%, prb_utilization=67.56%, sinr=16.94dB",7.51,127.9,2.25,40.51,1.93,4.79,67.56,16.94,Transport Degradation,Temporary throughput reduction on transport link,High,Monitor transfer delay and escalate if degradation persists,Loghub-HDFS
INC_003902,2024-03-01 11:43:00,AMF_2290,Hyderabad-HITEC-City,- 1120938682 2005.07.09 R01-M0-N9-C:J03-U11 2005-07-09-12.51.22.917676 R01-M0-N9-C:J03-U11 RAS KERNEL INFO generating core.15459,Application Core Dump,"packet_loss=7.04%, latency=165.33ms, call_drop_rate=6.65%, throughput=11.18Mbps, rrc_failure_rate=6.78%, handover_failure_rate=3.38%, prb_utilization=79.75%, sinr=12.45dB",7.04,165.33,6.65,11.18,6.78,3.38,79.75,12.45,Application Crash,Application process crash generated core dump,High,Restart impacted service and monitor for recurring crash signatures,Loghub-BGL
INC_003903,2024-03-04 03:03:00,CellSite_5176,Gurugram-Sector-44,- 1129456912 2005.10.16 R24-M0-N4-I:J18-U01 2005-10-16-03.01.52.266920 R24-M0-N4-I:J18-U01 RAS KERNEL INFO ciod: generated 58 core files for program /home/spelce1/HPCC_IBM/Urgent/COP/64K/opt_co_dc.rts,Control Stream Failure,"packet_loss=10.55%, latency=171.71ms, call_drop_rate=4.53%, throughput=48.29Mbps, rrc_failure_rate=4.27%, handover_failure_rate=1.02%, prb_utilization=81.56%, sinr=15.54dB",10.55,171.71,4.53,48.29,4.27,1.02,81.56,15.54,Application Crash,Application process crash generated core dump,High,Check application logs and control stream connectivity,Loghub-BGL
INC_003904,2024-03-02 07:34:00,eNodeB_8088,Pune-Hinjewadi,Receiving block blk_-4967783186426171722 src: /10.251.39.192:57105 dest: /10.251.39.192:50010,Block Transfer Latency,"packet_loss=3.87%, latency=126.29ms, call_drop_rate=5.41%, throughput=37.67Mbps, rrc_failure_rate=4.95%, handover_failure_rate=2.42%, prb_utilization=70.82%, sinr=18.63dB",3.87,126.29,5.41,37.67,4.95,2.42,70.82,18.63,Transport Degradation,Temporary throughput reduction on transport link,High,"Check throughput, interface utilization, and transport latency between nodes",Loghub-HDFS
INC_003905,2024-03-06 02:56:00,UPF_9730,Gurugram-Sector-44,BLOCK* NameSystem.delete: blk_-3894803026385053344 is added to invalidSet of 10.251.43.21:50010,Missing Block Mapping,"packet_loss=3.71%, latency=117.94ms, call_drop_rate=6.08%, throughput=44.3Mbps, rrc_failure_rate=11.58%, handover_failure_rate=4.25%, prb_utilization=83.08%, sinr=21.22dB",3.71,117.94,6.08,44.3,11.58,4.25,83.08,21.22,Configuration Error,Invalid replication or routing configuration,High,"Validate configuration consistency, compare with golden config, and repair missing mappings",Loghub-HDFS
INC_003906,2024-03-02 13:40:00,gNodeB_3571,Hyderabad-HITEC-City,- 1122165888 2005.07.23 R15-M0-NE-C:J07-U01 2005-07-23-17.44.48.654569 R15-M0-NE-C:J07-U01 RAS KERNEL INFO generating core.12630,Control Stream Failure,"packet_loss=8.96%, latency=230.2ms, call_drop_rate=6.52%, throughput=37.81Mbps, rrc_failure_rate=2.99%, handover_failure_rate=4.69%, prb_utilization=84.23%, sinr=18.86dB",8.96,230.2,6.52,37.81,2.99,4.69,84.23,18.86,Application Crash,Control stream failure between node and management process,High,"Inspect core dump logs, restart affected process, and validate service health",Loghub-BGL
INC_003907,2024-03-01 10:14:00,gNodeB_3644,Gurugram-Sector-44,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.65.203:50010 is added to blk_-3949633496933134307 size 67108864,Block Transfer Latency,"packet_loss=3.24%, latency=195.71ms, call_drop_rate=4.52%, throughput=33.67Mbps, rrc_failure_rate=3.79%, handover_failure_rate=3.58%, prb_utilization=54.15%, sinr=17.47dB",3.24,195.71,4.52,33.67,3.79,3.58,54.15,17.47,Transport Degradation,High transport latency during data transfer,High,Validate link counters and inspect retransmission or packet drop trends,Loghub-HDFS
INC_003908,2024-03-06 01:50:00,MME_8117,Gurugram-Sector-44,PacketResponder 2 for block blk_-4424971182856566289 terminating,Packet Responder Termination,"packet_loss=14.95%, latency=324.77ms, call_drop_rate=6.14%, throughput=12.82Mbps, rrc_failure_rate=2.57%, handover_failure_rate=1.25%, prb_utilization=65.41%, sinr=15.11dB",14.95,324.77,6.14,12.82,2.57,1.25,65.41,15.11,Backhaul Issue,Transport pipeline termination between nodes,Critical,Escalate to transport team for backhaul path validation,Loghub-HDFS
INC_003909,2024-03-02 10:04:00,AggregationRouter_3511,Gurugram-Sector-44,- 1121707109 2005.07.18 R22-M0-N2-C:J12-U11 2005-07-18-10.18.29.909939 R22-M0-N2-C:J12-U11 RAS KERNEL INFO generating core.31197,Process Crash,"packet_loss=2.14%, latency=102.91ms, call_drop_rate=3.41%, throughput=53.49Mbps, rrc_failure_rate=5.48%, handover_failure_rate=3.79%, prb_utilization=55.8%, sinr=20.43dB",2.14,102.91,3.41,53.49,5.48,3.79,55.8,20.43,Application Crash,Application process crash generated core dump,Medium,Restart impacted service and monitor for recurring crash signatures,Loghub-BGL
INC_003910,2024-03-03 23:36:00,UPF_8021,Gurugram-Sector-44,PacketResponder 1 for block blk_5912213716795619450 terminating,Transport Stream Failure,"packet_loss=11.41%, latency=310.91ms, call_drop_rate=5.02%, throughput=16.96Mbps, rrc_failure_rate=2.78%, handover_failure_rate=3.56%, prb_utilization=43.52%, sinr=10.66dB",11.41,310.91,5.02,16.96,2.78,3.56,43.52,10.66,Backhaul Issue,Packet forwarding interruption on transport path,Critical,"Check transport link stability, validate packet drops, and inspect router interface errors",Loghub-HDFS
INC_003911,2024-03-03 00:40:00,UPF_9854,Hyderabad-HITEC-City,Receiving block blk_8452214765874767801 src: /10.251.38.197:60409 dest: /10.251.38.197:50010,Transport Throughput Degradation,"packet_loss=4.25%, latency=99.29ms, call_drop_rate=4.98%, throughput=26.2Mbps, rrc_failure_rate=3.16%, handover_failure_rate=3.64%, prb_utilization=68.19%, sinr=19.57dB",4.25,99.29,4.98,26.2,3.16,3.64,68.19,19.57,Transport Degradation,High transport latency during data transfer,High,Validate link counters and inspect retransmission or packet drop trends,Loghub-HDFS
INC_003912,2024-03-03 04:52:00,UPF_1452,Chennai-OMR,- 1131060537 2005.11.03 R67-M0-N4-C:J10-U01 2005-11-03-15.28.57.931792 R67-M0-N4-C:J10-U01 RAS KERNEL INFO iar 00106534 dear 02494c3c,No Major Alarm,"packet_loss=0.09%, latency=43.68ms, call_drop_rate=0.6%, throughput=77.07Mbps, rrc_failure_rate=0.85%, handover_failure_rate=0.34%, prb_utilization=27.15%, sinr=28.21dB",0.09,43.68,0.6,77.07,0.85,0.34,27.15,28.21,Normal,Network operating within acceptable KPI thresholds,Low,Continue monitoring network KPIs,Loghub-BGL
INC_003913,2024-03-05 01:48:00,AMF_2585,Delhi-NCR,"- 1133928278 2005.12.06 R26-M0-N9-C:J11-U01 2005-12-06-20.04.38.539848 R26-M0-N9-C:J11-U01 RAS KERNEL INFO Kernel detected 4909176 integer alignment exceptions (4909169) iar 0x00544ea8, dear 0x01fc8a40 (4909170) iar 0x00544eb8, dear 0x01fc8a60 (4909171) iar 0x00544ea8, dear 0x01fc8a80 (4909172) iar 0x00544eb8, dear 0x01fc8aa0 (4909173) iar 0x00544ee0, dear 0x01fc8ac0 (4909174) iar 0x00544ef0, dear 0x01fc8ae0 (4909175) iar 0x00544ee0, dear 0x01fc8b00 (4909176) iar 0x00544ef0, dear 0x01fc8b20",Memory Parity Alarm,"packet_loss=1.56%, latency=120.87ms, call_drop_rate=4.54%, throughput=30.55Mbps, rrc_failure_rate=2.7%, handover_failure_rate=3.05%, prb_utilization=35.03%, sinr=26.42dB",1.56,120.87,4.54,30.55,2.7,3.05,35.03,26.42,Memory/Cache Error,Correctable memory or cache parity error,High,Review ECC counters and node health; escalate if error rate increases,Loghub-BGL
INC_003914,2024-03-01 19:13:00,gNodeB_7675,Delhi-NCR,Deleting block blk_-7411858598798393933 file /mnt/hadoop/dfs/data/current/subdir24/blk_-7411858598798393933,Block Transfer Latency,"packet_loss=9.27%, latency=90.64ms, call_drop_rate=4.11%, throughput=25.66Mbps, rrc_failure_rate=1.78%, handover_failure_rate=2.19%, prb_utilization=61.69%, sinr=20.01dB",9.27,90.64,4.11,25.66,1.78,2.19,61.69,20.01,Transport Degradation,Temporary throughput reduction on transport link,High,Monitor transfer delay and escalate if degradation persists,Loghub-HDFS
INC_003915,2024-03-01 04:14:00,CellSite_3954,Pune-Hinjewadi,BLOCK* NameSystem.allocateBlock: /user/root/randtxt/_temporary/_task_200811092030_0003_m_001377_0/part-01377. blk_-8408087700903896282,No Major Alarm,"packet_loss=0.45%, latency=22.7ms, call_drop_rate=0.85%, throughput=50.99Mbps, rrc_failure_rate=0.24%, handover_failure_rate=0.41%, prb_utilization=45.62%, sinr=28.88dB",0.45,22.7,0.85,50.99,0.24,0.41,45.62,28.88,Normal,Network operating within acceptable KPI thresholds,Low,Continue monitoring network KPIs,Loghub-HDFS
INC_003916,2024-03-01 01:45:00,AMF_2269,Delhi-NCR,- 1117985464 2005.06.05 R32-M0-NF-C:J10-U01 2005-06-05-08.31.04.464776 R32-M0-NF-C:J10-U01 RAS KERNEL INFO generating core.449,Control Stream Failure,"packet_loss=10.97%, latency=201.55ms, call_drop_rate=4.85%, throughput=22.96Mbps, rrc_failure_rate=3.48%, handover_failure_rate=4.19%, prb_utilization=75.63%, sinr=18.26dB",10.97,201.55,4.85,22.96,3.48,4.19,75.63,18.26,Application Crash,Application process crash generated core dump,High,Check application logs and control stream connectivity,Loghub-BGL
INC_003917,2024-03-02 01:52:00,AMF_4115,Bengaluru-East,- 1120969138 2005.07.09 R22-M0-ND-C:J17-U11 2005-07-09-21.18.58.127449 R22-M0-ND-C:J17-U11 RAS KERNEL INFO generating core.13752,Control Stream Failure,"packet_loss=2.33%, latency=111.08ms, call_drop_rate=2.03%, throughput=48.72Mbps, rrc_failure_rate=5.41%, handover_failure_rate=5.32%, prb_utilization=58.63%, sinr=20.19dB",2.33,111.08,2.03,48.72,5.41,5.32,58.63,20.19,Application Crash,Runtime process failure,Medium,Restart impacted service and monitor for recurring crash signatures,Loghub-BGL
INC_003918,2024-03-02 22:25:00,AggregationRouter_1033,Pune-Hinjewadi,BLOCK* NameSystem.allocateBlock: /user/root/rand/_temporary/_task_200811101024_0001_m_001587_0/part-01587. blk_6374836031306809839,No Major Alarm,"packet_loss=1.42%, latency=51.76ms, call_drop_rate=0.98%, throughput=96.62Mbps, rrc_failure_rate=0.33%, handover_failure_rate=0.66%, prb_utilization=34.47%, sinr=20.53dB",1.42,51.76,0.98,96.62,0.33,0.66,34.47,20.53,Normal,Network operating within acceptable KPI thresholds,Low,Continue monitoring network KPIs,Loghub-HDFS
INC_003919,2024-03-03 02:00:00,CellSite_3494,Delhi-NCR,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.250.7.244:50010 is added to blk_-4875138366845786590 size 67108864,Transport Throughput Degradation,"packet_loss=6.65%, latency=189.86ms, call_drop_rate=4.27%, throughput=13.15Mbps, rrc_failure_rate=2.01%, handover_failure_rate=2.62%, prb_utilization=45.09%, sinr=18.96dB",6.65,189.86,4.27,13.15,2.01,2.62,45.09,18.96,Transport Degradation,Intermittent degradation in node-to-node data path,High,Monitor transfer delay and escalate if degradation persists,Loghub-HDFS
INC_003920,2024-03-02 00:39:00,AggregationRouter_5846,Chennai-OMR,"- 1128510395 2005.10.05 R62-M1-N8-I:J18-U01 2005-10-05-04.06.35.463665 R62-M1-N8-I:J18-U01 RAS APP FATAL ciod: Error loading /home/spelce1/HPCC_IBM/Urgent/VNM/64K/vnm.rts: invalid or missing program image, Permission denied",Parameter Error,"packet_loss=1.65%, latency=113.79ms, call_drop_rate=4.15%, throughput=38.3Mbps, rrc_failure_rate=9.88%, handover_failure_rate=8.75%, prb_utilization=56.05%, sinr=11.83dB",1.65,113.79,4.15,38.3,9.88,8.75,56.05,11.83,Configuration Error,Invalid cell parameter update,High,Sync configuration with network management system,Loghub-BGL
INC_003921,2024-03-01 16:44:00,AggregationRouter_7484,Bengaluru-East,Deleting block blk_-9171930401624803515 file /mnt/hadoop/dfs/data/current/subdir56/blk_-9171930401624803515,Data Transfer Delay,"packet_loss=8.9%, latency=119.32ms, call_drop_rate=2.17%, throughput=17.67Mbps, rrc_failure_rate=1.93%, handover_failure_rate=1.61%, prb_utilization=75.47%, sinr=18.01dB",8.9,119.32,2.17,17.67,1.93,1.61,75.47,18.01,Transport Degradation,Intermittent degradation in node-to-node data path,High,Monitor transfer delay and escalate if degradation persists,Loghub-HDFS
INC_003922,2024-03-02 22:22:00,CellSite_8844,Gurugram-Sector-44,"- 1126180040 2005.09.08 R75-M0-N8-C:J10-U01 2005-09-08-04.47.20.324073 R75-M0-N8-C:J10-U01 RAS KERNEL INFO CE sym 21, at 0x04d64dc0, mask 0x80",Cache Error Alarm,"packet_loss=3.85%, latency=86.45ms, call_drop_rate=2.51%, throughput=69.26Mbps, rrc_failure_rate=3.47%, handover_failure_rate=3.98%, prb_utilization=43.44%, sinr=22.87dB",3.85,86.45,2.51,69.26,3.47,3.98,43.44,22.87,Memory/Cache Error,Correctable memory or cache parity error,Medium,Run node diagnostics and verify memory/cache error counters,Loghub-BGL
INC_003923,2024-03-01 07:00:00,AMF_4267,Mumbai-West,BLOCK* NameSystem.allocateBlock: /user/root/sortrand/_temporary/_task_200811092030_0002_r_000169_0/part-00169. blk_-7105305952901940477,No Major Alarm,"packet_loss=0.96%, latency=22.62ms, call_drop_rate=0.41%, throughput=97.39Mbps, rrc_failure_rate=0.12%, handover_failure_rate=0.77%, prb_utilization=20.23%, sinr=24.6dB",0.96,22.62,0.41,97.39,0.12,0.77,20.23,24.6,Normal,Network operating within acceptable KPI thresholds,Low,Continue monitoring network KPIs,Loghub-HDFS
INC_003924,2024-03-03 20:12:00,MME_1139,Hyderabad-HITEC-City,- 1125224175 2005.08.28 R52-M1-N6-C:J13-U01 2005-08-28-03.16.15.509778 R52-M1-N6-C:J13-U01 RAS KERNEL INFO iar 0014a150 dear 0098cdc8,No Major Alarm,"packet_loss=0.05%, latency=68.27ms, call_drop_rate=0.39%, throughput=55.71Mbps, rrc_failure_rate=0.37%, handover_failure_rate=0.77%, prb_utilization=52.28%, sinr=24.81dB",0.05,68.27,0.39,55.71,0.37,0.77,52.28,24.81,Normal,Network operating within acceptable KPI thresholds,Low,Continue monitoring network KPIs,Loghub-BGL
INC_003925,2024-03-04 06:50:00,CellSite_3908,Delhi-NCR,PacketResponder 2 for block blk_-6773301007994789531 terminating,Packet Responder Termination,"packet_loss=16.91%, latency=249.64ms, call_drop_rate=6.21%, throughput=24.52Mbps, rrc_failure_rate=1.29%, handover_failure_rate=3.05%, prb_utilization=45.41%, sinr=12.99dB",16.91,249.64,6.21,24.52,1.29,3.05,45.41,12.99,Backhaul Issue,Backhaul data stream instability,Critical,Escalate to transport team for backhaul path validation,Loghub-HDFS
INC_003926,2024-03-01 20:26:00,AggregationRouter_5043,Pune-Hinjewadi,Receiving block blk_1869228153483717375 src: /10.251.203.4:56599 dest: /10.251.203.4:50010,Block Transfer Latency,"packet_loss=6.05%, latency=123.18ms, call_drop_rate=5.65%, throughput=35.28Mbps, rrc_failure_rate=3.04%, handover_failure_rate=2.95%, prb_utilization=69.1%, sinr=20.36dB",6.05,123.18,5.65,35.28,3.04,2.95,69.1,20.36,Transport Degradation,Intermittent degradation in node-to-node data path,High,Validate link counters and inspect retransmission or packet drop trends,Loghub-HDFS
INC_003927,2024-03-02 23:16:00,AMF_3118,Mumbai-West,Deleting block blk_9081834782322008396 file /mnt/hadoop/dfs/data/current/subdir40/blk_9081834782322008396,Block Transfer Latency,"packet_loss=5.2%, latency=132.55ms, call_drop_rate=4.95%, throughput=23.57Mbps, rrc_failure_rate=2.61%, handover_failure_rate=4.78%, prb_utilization=58.98%, sinr=15.73dB",5.2,132.55,4.95,23.57,2.61,4.78,58.98,15.73,Transport Degradation,High transport latency during data transfer,High,Monitor transfer delay and escalate if degradation persists,Loghub-HDFS
